Bait	Interactor	IP	Site	Labeling	Bait_logFC	Bait_FDR	Int_logFC	Int_FDR
ANK2	CDC73	ANK2_CNCR1	CNCR	label-free	12.8007842829362	0.00894010598506901	2.8013337825282	0.0550915783716734
ANK2	SNX9	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	8.34941705288705	0.0201552658862077
ANK2	PSD2	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	7.4549482313712	0.0879531886940753
ANK2	TANC2	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	5.46366894774255	0.0509476945886831
ANK2	RFC1	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	4.41867482271623	0.0509476945886831
ANK2	SPTBN1	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	4.34074330680819	0.0509476945886831
ANK2	ATP6V1B1	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	4.08742529995336	0.0509476945886831
ANK2	SPTAN1	ANK2_CNCR2	CNCR	label-free	13.0409054040724	0.0201552658862077	3.58242044691123	0.0748516039522118
ANK2	IGLL5	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	2.54008017410776	1.99890147704899e-07
ANK2	ACTG2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	2.72628071847996	7.23949684346986e-07
ANK2	SPTBN1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	2.0064691497014	7.23949684346986e-07
ANK2	PLXDC2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.94937354877768	7.53620769263325e-07
ANK2	SPTAN1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.87479145117355	1.09925939322995e-06
ANK2	RPL6	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.77009265113383	1.22420830554981e-06
ANK2	ACTBL2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.90636793514116	2.29892857112546e-06
ANK2	RTN4RL2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.75849040237019	2.37619230567993e-06
ANK2	SNX9	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.61766536036962	2.37619230567993e-06
ANK2	GAP43	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.63965936655829	3.86879113108563e-06
ANK2	IGLV2-8	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.48670496760808	3.86879113108563e-06
ANK2	MYO1B	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.57969093375297	4.05059161677667e-06
ANK2	GNG2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.48234156539779	4.21955513843374e-06
ANK2	NPM1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.45432454794062	4.21955513843374e-06
ANK2	YWHAE	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.43893412749553	4.21955513843374e-06
ANK2	GNB1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.40736327279293	5.30821737167807e-06
ANK2	ACTB	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.58008922341094	6.07619198031805e-06
ANK2	LSAMP	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.52428110456676	6.60290540070907e-06
ANK2	BASP1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.4283277122777	6.72607183285105e-06
ANK2	CALM2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.42840954874276	7.99207899617544e-06
ANK2	DBN1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.43391079577149	7.99207899617544e-06
ANK2	ENO1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.32576938186301	7.99207899617544e-06
ANK2	L1CAM	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.29433794880592	9.22325039492482e-06
ANK2	NCL	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.39737906467663	9.22325039492482e-06
ANK2	RPL18	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.23019863818701	1.22772716681679e-05
ANK2	C3	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.1561640602272	2.14068874533038e-05
ANK2	GNAO1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.28033916808388	2.14068874533038e-05
ANK2	MYO5A	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.13702391415605	2.80710990609972e-05
ANK2	RPL7	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.19743027540959	3.6952725503575e-05
ANK2	RPL27	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.06826612223297	4.44307856416382e-05
ANK2	YWHAZ	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.08943188454011	6.75887470575927e-05
ANK2	PSD2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.983210504075686	9.11154483735774e-05
ANK2	CACNA2D1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.01901464018281	0.000103141746273361
ANK2	CORO2B	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.944419686406034	0.000122290388261117
ANK2	GNAQ	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.974686585312665	0.000122290388261117
ANK2	RPL10A	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.974800587291637	0.000122290388261117
ANK2	YWHAQ	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.05503292338826	0.000122290388261117
ANK2	DAPK1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	1.04759572454252	0.000140165166082488
ANK2	RPL18A	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.927594005953293	0.000156452244877095
ANK2	IGKV2-40	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.915367484091024	0.000161778459642376
ANK2	DYNC1H1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.90950283779997	0.000163000736745785
ANK2	MYH10	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.902599938037455	0.000165652707607501
ANK2	PRPF8	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.868940329861391	0.000195207988022538
ANK2	ADD1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.939696866843491	0.000224947308394559
ANK2	CRABP1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.830256388711816	0.000323152134318392
ANK2	USP42	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.97291205177213	0.000374661275181185
ANK2	ATP5F1C	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.82950615721367	0.000396764285356864
ANK2	IGF2BP1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.967714466090941	0.000409583522585004
ANK2	VDAC2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.846477924415202	0.000420964531540616
ANK2	RAC1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.768693507701111	0.000512008390816177
ANK2	COL1A1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.781056235666588	0.000537935838860324
ANK2	MACF1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.79573726548226	0.00055625559571165
ANK2	SRCIN1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.775693574001471	0.000688025789544853
ANK2	PPP1CA	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.813930410304259	0.000704024839726562
ANK2	PPIA	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.75001027137555	0.000759025051076255
ANK2	TUBB2A	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.731712317342965	0.000825300102914912
ANK2	HRAS	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.702832818478276	0.00121363927846326
ANK2	EPB41L3	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.661976367069206	0.00174623922098245
ANK2	SPTBN2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.65571077062044	0.00181045992967569
ANK2	HSPA1A	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.705914188052521	0.00191638119458737
ANK2	FMNL2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.637834824937779	0.00195917203877971
ANK2	HSP90AB1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.739524991637955	0.00200635388131466
ANK2	MPRIP	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.622739338057664	0.00219746060328921
ANK2	RABL6	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.580967243682339	0.00357515349751275
ANK2	EEF1A1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.604502447071053	0.00365695977037577
ANK2	MAP1B	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.588218515842838	0.0040725967743985
ANK2	PRPH	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.545774067049581	0.00582102695227099
ANK2	TUBB	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.548913598494655	0.00644851876950757
ANK2	GABARAPL2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.525003777047084	0.0067788407964188
ANK2	MAP6	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.522246516638821	0.00802671430679239
ANK2	FSCN1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.646625348334213	0.00843977680368646
ANK2	HSPA8	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.496286419642745	0.0108404307662417
ANK2	PLEKHA5	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.504490142917057	0.0114120319501666
ANK2	TUBA1A	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.479694415563031	0.0126902935610999
ANK2	PGAM5	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.543233667412381	0.0149378949120929
ANK2	CKAP4	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.580515909342454	0.0163308717511423
ANK2	RPL14	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.443108898262826	0.0191028641445716
ANK2	INA	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.437717387826431	0.0209665741726566
ANK2	CYTH3	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.43217910017942	0.0234053194659194
ANK2	CTNNA2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.611578003396571	0.0248023525067415
ANK2	NEFM	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.41116171959665	0.0297901832529989
ANK2	RTP1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.492052808597542	0.0297901832529989
ANK2	MYH9	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.387949551050973	0.037591003585277
ANK2	JUP	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.383690845210979	0.0398150917143965
ANK2	HSPA5	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.39004344953269	0.0398862540324722
ANK2	CAPZA1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.380632353697368	0.0452640300827896
ANK2	RPL34	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.36418536600968	0.0452640300827896
ANK2	VIRMA	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.390476164914116	0.04866699552942
ANK2	HNRNPM	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.367021619329856	0.04963165719351
ANK2	PRDX1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.359802169330405	0.0505234438692288
ANK2	SF3B1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.358712583604647	0.0517868797400979
ANK2	RPUSD3	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.374171689790693	0.0524589475376918
ANK2	SYT1	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.723417412966478	0.0545076124993912
ANK2	KRT2	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.35781802292153	0.0573636004884496
ANK2	NEFL	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.341767541976644	0.0573636004884496
ANK2	GNAS	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.356390413593327	0.0576388023222827
ANK2	NONO	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.330507732108798	0.0622787184304682
ANK2	SYNCRIP	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.350255422677775	0.0695267128664659
ANK2	VIM	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.322016827113987	0.0708559937621539
ANK2	PABPC3	ANK2_WH	WH	iTRAQ	2.0747349920427	7.23949684346986e-07	0.288329266917539	0.0936856774906318
ARID1B	SMARCA4	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	13.1455003032212	0.00691137750885505
ARID1B	SMARCC2	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	13.1394330385415	0.00596474831405041
ARID1B	TFG	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	10.9814235615296	0.0199929099359354
ARID1B	SMARCB1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	9.56400104363387	0.00596474831405041
ARID1B	ACTL6A	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	8.79901636947589	0.0109172132325046
ARID1B	ARID1A	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	8.78729647992288	0.00596474831405041
ARID1B	SMARCD1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	7.92719763368791	0.0217969841176972
ARID1B	SMARCD3	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	7.91056775451117	0.00596474831405041
ARID1B	SMARCE1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	7.73863592381018	0.0209230494635776
ARID1B	ACTL6B	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	7.59097603970493	0.00596474831405041
ARID1B	DPF2	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	6.53643375566018	0.0184473195679375
ARID1B	SF3B1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	6.0252458679182	0.0189448433496302
ARID1B	BUB3	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	5.95870155244772	0.0100917135072546
ARID1B	SF3B2	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	5.55748039728594	0.0109172132325046
ARID1B	SS18L1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	5.52154690852584	0.0109172132325046
ARID1B	DPF3	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	5.23231512015424	0.0114607384824016
ARID1B	ZNF207	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	4.9957063359102	0.0722823024530553
ARID1B	CYFIP2	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	4.97007777460427	0.0192331106154808
ARID1B	SMARCC1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	4.93663903230497	0.0730555131225001
ARID1B	DPF1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	4.91162882182032	0.0150116076620756
ARID1B	DLST	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	4.90177359671806	0.0209230494635776
ARID1B	SF3B3	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	4.74403925299412	0.0119479625952749
ARID1B	ATXN2L	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.92922946654446	0.0858899704781726
ARID1B	DNAJB1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.88273990377477	0.0189448433496302
ARID1B	CHERP	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.68385937706781	0.0635012386759265
ARID1B	NLGN1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.49714598582108	0.0331400139287756
ARID1B	CAMSAP2	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.47552577466658	0.071681743119348
ARID1B	SF3A1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.31877964328261	0.0635012386759265
ARID1B	DPYSL2	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.30741004669089	0.0238461747031011
ARID1B	DPYSL3	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.27365113991158	0.0300303518913678
ARID1B	RTCA	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.21595898122261	0.0467307650031418
ARID1B	RPL6	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	3.0818641762238	0.071681743119348
ARID1B	RBM5	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	2.72120462954748	0.0542140870388933
ARID1B	IGHG1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	2.57603320366486	0.068738414982278
ARID1B	U2SURP	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	2.37516648732483	0.0722823024530553
ARID1B	CRMP1	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	2.18644756746083	0.0744992723733473
ARID1B	HIST1H2BM	ARID1B_CNCR1	CNCR	label-free	8.4587825254926	0.0114607384824016	1.96652960784902	0.0842774033492078
ARID1B	SMARCC2	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	13.1860549385376	0.00455005221405365
ARID1B	SMARCA4	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	12.1055687016656	0.00603916534267961
ARID1B	ARID1A	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	9.09216605870219	0.00491655204852127
ARID1B	SMARCE1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	8.77872896337566	0.00491655204852127
ARID1B	TFG	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	7.81712946299743	0.00606911966036369
ARID1B	SMARCD1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	6.94312329931063	0.00653995929836123
ARID1B	SMARCB1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	6.81408350179653	0.0081346607627491
ARID1B	ACTL6B	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	6.76177842679733	0.0145212429188678
ARID1B	SMARCC1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	6.39307446516686	0.0081346607627491
ARID1B	DPF1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	6.06647263220333	0.0109131743240653
ARID1B	ZNF207	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	5.59369945806792	0.0081346607627491
ARID1B	SF3B1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	5.36894115530093	0.0081346607627491
ARID1B	SMARCD3	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	4.96060776206977	0.0361005626797328
ARID1B	ACTL6A	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	4.56416319632534	0.0169261357067785
ARID1B	SS18L1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	4.26533013595378	0.0226776399080994
ARID1B	PABPC1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	4.25764148993635	0.0146296646404213
ARID1B	BUB3	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	4.09364319010706	0.0334658376682263
ARID1B	SF3B3	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	3.8401423917672	0.0159971393764199
ARID1B	SMARCA2	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	3.6972399397993	0.0325941534360895
ARID1B	CYFIP2	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	3.68309121231006	0.0169261357067785
ARID1B	SF3B2	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	3.64204215419818	0.0325941534360895
ARID1B	DPYSL2	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	3.54509931150615	0.0226776399080994
ARID1B	RBM5	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	3.15252604702442	0.0877828917924851
ARID1B	DPYSL3	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.95784553250372	0.0325941534360895
ARID1B	BCL7C	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.76402734698822	0.0827283897756348
ARID1B	SF3A1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.67543677584934	0.0334658376682263
ARID1B	IGKV1-5	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.44678314828595	0.0886544931209986
ARID1B	FUS	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.20384112096053	0.0886544931209986
ARID1B	HNRNPA1	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.14526506032748	0.0979570943088818
ARID1B	RPL13	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.09144713620416	0.0877828917924851
ARID1B	SPATA19	ARID1B_CNCR2	CNCR	label-free	9.70202749937006	0.00491655204852127	2.08530546723819	0.0648233747641667
CHD8	OGDH	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	12.4431250226271	0.000259464256072897
CHD8	DLST	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	11.6075426504056	0.000259464256072897
CHD8	VGF	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	9.03662562384388	0.00060352103680064
CHD8	DLD	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	8.58331130082466	0.00465382922513148
CHD8	TRA2A	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	8.42831848744394	0.0372367450499424
CHD8	SHTN1	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	7.96342905395302	0.00309685633576089
CHD8	PAF1	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	7.06442608241291	0.00176759663148531
CHD8	AP3B2	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	7.01612948196177	0.0024147594359465
CHD8	PLCB1	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	6.78101015890934	0.00297300539679679
CHD8	IGKV1-8	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	6.14596109411287	0.0114068408361737
CHD8	PHB2	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	5.99648259745289	0.00204871752128308
CHD8	RRBP1	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	5.20899605574401	0.00255861114778246
CHD8	CDC73	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	5.17705571358607	0.00762601371775499
CHD8	PHB	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	5.12998006823775	0.00297300539679679
CHD8	EPB41L3	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	5.00630902181136	0.00278427798009835
CHD8	ANKEF1	CHD8_CNCR1	CNCR	label-free	3.35860945722094	0.00846675097140817	4.92299507085323	0.0474958562471949
