Gene	d0	d21	d51
CREBBP	7.64395700997816	7.65223168534238	7.39270517358098
BZRAP1	1.29091271796735	5.36805219528492	5.53886058011195
GCFC2	4.78755374210217	3.92275607581894	4.07595118497195
WDR54	3.09012147543826	2.90049567731099	3.27514547589212
CROT	2.61710007160068	3.47722397584328	3.67759128924598
ABCB4	0.587046968470422	0.0192592512171501	-1.51291608509772
KMT2E	7.06351117667785	8.27356244554474	8.15999260671817
RHBDD2	2.39142020911646	4.18742451167317	4.64740158701471
SOX8	2.86478588845381	1.0871709901052	1.04588679260039
IBTK	6.65817072347371	6.51904009897168	6.6470410012791
ZNF195	6.52949413980583	6.19111288803438	6.05065697768496
MYCBP2	7.44077556807212	9.37771044769017	9.28281351551739
FBXL3	5.29648700025473	5.98404149662637	5.96468096928982
PDK2	1.99564809975174	2.11322210288893	2.21951150598175
ITGA3	4.77490463040617	4.7556461387215	6.52892521011519
ZFX	5.33249076854848	5.39543688996208	5.36998195170179
LAMP2	5.56832979884126	6.24176031845658	6.51128408434376
ITGA2B	1.52067598067235	0.312981842414752	-1.20424783270951
GDE1	5.4809398241955	5.90177011032313	6.16803969023854
C19orf60	2.06232155515227	1.85912676806528	2.40771948569944
CRLF1	3.01111026889769	-1.47105808915175	-0.0979624536611864
OSBPL7	1.53070991163633	1.69367570794333	1.55215321035541
TMEM98	4.6359333672428	1.66286825358251	2.26883732814489
YBX2	2.30716623820188	-2.04623243599683	-2.57241212841894
MAP3K14	1.83206099927441	1.94802256154381	1.82413502612615
ABCC8	-0.580819257652685	2.13581831570759	2.13371879714023
CACNG3	-3.0747533144917	-2.21226023018057	0.194777900444887
TMEM132A	4.85075323402349	6.3325499657046	5.58087672041617
AP2B1	7.73100883364319	8.54946726030238	8.90944839490367
TAC1	0.297220788306857	6.24704456228277	8.26722158224937
ZNF263	4.67590719691898	4.22339932381931	4.0526535555835
SPATA20	2.47194151355691	1.3587115454185	3.19990189301308
CACNA1G	2.81576948011416	-0.49117855869877	0.339625405516126
TNFRSF12A	4.00593598149419	-2.36050474580155	1.05734556815895
MAP3K9	5.24836290439843	5.66718953886866	5.74095039272987
RALA	6.93993672383628	7.38878660083268	7.23680832999767
BAIAP2L1	5.29062476018469	-1.47105808915175	0.654256009428984
KDM7A	5.959722015793	5.92394591784149	4.86614682514699
ETV1	6.75277208986214	5.93528442794101	7.35522885703329
AGK	4.99943030411592	4.88716345191952	4.84437410533511
PHTF2	5.12028704892076	5.10169201495369	5.2276272091685
FARP2	5.21349375485817	5.15112293929118	4.69070575093877
USH1C	1.38191562236643	-3.0747533144917	-1.8826457603412
GGCT	4.73932462843125	2.66656513463225	2.85163786498329
DBF4	6.73778322111782	3.47628312261008	3.43776589078421
IFRD1	5.1025895616837	5.9310122484787	5.46451904510767
COX10	3.90869450358318	3.44020818003979	3.73456426667315
GTF2IRD1	4.3926551348387	4.45310821209719	4.41311102575347
PAF1	4.54772320194385	4.11052617894154	4.71779934194968
VPS41	6.27583290840846	7.00563314861063	6.92283501270519
ARHGAP44	4.67958598690174	4.29898541410871	4.67716233591457
ELAC2	6.544557001637	5.01979135106674	5.31374028621998
SCIN	-1.46268044662936	0.773160851415794	-0.713960875681916
ARSD	1.67721859386991	2.74480631984529	3.90147300073924
PNPLA4	2.52221940408544	3.54699854149663	4.048056046068
ADIPOR2	5.38372967616801	4.81804252382127	4.73724395722079
CDKL3	1.09505761240956	2.39950013489313	1.55035279874886
UPP2	-3.0747533144917	-1.53183887148117	-1.55616943759786
MARK4	4.8724050255608	5.49598275818769	5.82609907656676
PROM1	6.92911446393607	0.672769321192358	-0.190465524760146
CCDC124	4.26722717680037	3.54775265073368	4.12395548976
CEACAM21	-3.0747533144917	-3.0747533144917	-0.555281687559865
PAFAH1B1	6.93892881059524	8.81578270962336	8.84206671912805
NOS2	0.044242360892135	-2.43436461165791	-1.38108749911226
DNAH9	1.29668711834442	1.88741046069444	0.605620714938929
KIAA0100	7.67970968996301	6.34877864784478	6.28444781456997
GAS7	3.98365925138375	0.745665029713689	1.62573316586845
TRAPPC6A	1.35156454928155	-0.752358118516718	0.339625405516126
MATK	3.11934477797086	-0.865981262248464	0.904304097157335
SCN4A	1.72628203958475	-3.0747533144917	-2.31809532209487
ST7L	4.29831123892905	5.17748638035927	4.61642458413687
PAX6	-2.00058336304496	1.09689561077909	0.182875643654122
RPUSD1	2.32284312518454	1.4177056189735	1.59652855228973
RHBDF1	3.95529689695976	-1.51820508329943	0.735768355991062
LUC7L	5.86284681808393	5.69117349926953	5.13273313709779
CACNA2D2	4.56286212645108	5.12350057767944	5.60696428221598
BAIAP3	2.020810197706	1.52860039201406	2.8932781321227
TSR3	3.62990224441491	3.27264087453353	3.76985926584502
PIGQ	1.76599686780817	1.55429787174999	1.82263943820119
CRAMP1	3.77667804528544	3.75994969446674	3.76569000804832
TEAD3	4.42241391047375	0.350969617323843	1.07066285992115
DNAJC11	6.29377815752251	5.23891761063782	4.9697636738015
MYLIP	4.79842210761061	2.09888440366846	0.720276740831483
E2F2	2.64556092033797	-3.0747533144917	-2.02405243704711
PSMB1	5.95071394401883	5.09514185514446	5.17729399478257
SYN1	2.07473227866643	5.13626207837515	6.46208727461338
JARID2	8.86398750002914	5.75314897882316	5.28632048352511
CDKL5	5.31441188700931	6.42393012851491	6.23236550218104
CAMK1G	-1.209853748794	-0.183224160197634	1.73168716074251
CDK11A	-0.0625790309124142	-0.4038834573908	-0.779419323094835
NADK	5.0187310808742	3.91687699809549	3.72003960752448
DLEC1	-0.961599653620024	-2.43436461165791	-2.72755030010102
CYTH3	4.16888161444677	4.8041236815077	4.42588966824513
ADAM22	5.32089471816779	6.87783415168718	6.94092180819833
SYPL1	5.6642404318936	2.35259290000855	2.2182631418356
CYB561	2.88864293963946	2.85674838309922	3.86471741955621
SPAG9	6.51910681193946	8.35759050327761	8.02541332417341
CELSR3	4.91715594875192	6.1826680603684	5.66751751474454
AASS	8.59396688162952	4.68084327113908	3.84730971631554
PLEKHG6	3.12767989984798	-2.53707067608695	-2.57241212841894
SS18L2	2.3888415899205	1.53464781183377	1.08975983113746
MPND	3.69907177150147	3.5232231159084	3.81962943841087
MGST1	8.13510314546409	0.152347816884703	1.07360111171711
CRY1	4.90551598028321	4.86771394217322	4.39398370407828
NFIX	0.0636057150935642	-2.75693286748131	-0.953486782606642
ST3GAL1	3.13509498364479	3.84549678672923	3.57320960767231
MMP25	4.96662079892939	-0.932910555966157	0.654256009428984
IL32	-1.10735121844389	-2.21450242026355	-2.57241212841894
PKD1	4.61591560931085	5.26070305854873	4.97564687803549
MAPK8IP2	1.99688959154962	6.71864243970039	6.95291668039408
MED24	6.18559561852522	5.95074790096202	5.63775931173842
RHOBTB2	2.71070546306761	5.12111556084094	4.9737163767464
HEATR5B	5.18303418486342	6.33350492767311	6.31528195988366
SEC62	7.35089116390769	8.06697203040419	8.53283804767758
RPS20	8.88588081203677	7.07953790651376	7.30888312901922
CSDE1	9.63117572986198	9.4292600393674	9.30763229695908
UBE3C	7.35789978886289	6.62236353470071	6.4996066495686
REV3L	5.49556779790742	8.17336887959049	8.44022283933815
TENM1	4.3296283731624	7.12000898932559	8.44575818033809
MASP2	-2.05707892369236	-1.14015855861442	-0.893804317126682
IYD	-3.0747533144917	-0.128987515532151	-1.04997602727676
FAM76A	4.51207151209546	3.69094795868512	3.60890899338857
POMT2	3.76733853615637	3.74300780185526	3.57178684078818
VTA1	6.17615949275745	6.28839247845758	6.70380370737609
MLXIPL	1.42460957205044	-1.51820508329943	-1.2696689542322
BAZ1B	8.20073957379338	7.85067907018631	7.62364463367544
RANBP9	6.45506415917614	6.88776891840517	6.93172475956712
ETV7	-1.9344409545958	-2.43436461165791	-1.29322315814228
SPRTN	3.99447227997932	4.03553610649176	3.97434734304813
METTL13	4.7093583172521	3.61087943947651	3.61477931688892
DYRK4	2.15532284108838	1.95059593128954	3.56824993932593
ZNF207	7.85855339120981	7.34043315148794	6.88939064247013
UQCRC1	5.50321363584115	4.48918565152823	4.92516583038734
STARD3NL	4.47308526761448	6.01515595450072	6.08808031656595
CD9	6.33404966288449	-0.887727263475864	-1.29322315814228
NCAPD2	8.01558918538596	4.10280582635858	4.16400236425049
IFFO1	2.84777510320566	3.054037245796	2.96355267998197
GIPR	-1.05173500046502	-1.16644106505438	-1.69855139267497
PHF7	3.09001908548745	3.38187393170158	3.491763378419
SEMA3G	0.578677122669794	-3.0747533144917	-2.57241212841894
NISCH	5.7633250948779	6.92901723764752	7.01422972090782
STAB1	-1.44069712910981	-2.53707067608695	-1.55616943759786
FUZ	2.03159813359716	0.417275772164935	0.654256009428984
SLC6A13	-2.10680996756822	-0.567210985808446	-0.969909553764711
IDS	3.88638216498702	7.66599959239851	8.10503533294581
ZNF200	3.38273238409201	3.43900882769689	3.12518896424259
CD4	-0.314499398825475	-2.75218505866831	-1.52249417581817
LRRC23	0.00990688853975427	-0.241872716719812	0.679460414393325
HFE	0.760834871819734	-2.75693286748131	-3.07475331449171
SCMH1	3.79566560106391	4.95078183374943	4.99917307085006
FYN	5.75615402204724	7.08797850021329	6.58326936951155
HIVEP2	6.03198219648643	7.85038350610331	8.3556599692009
TCEB3	6.56063408632244	6.20213601977872	6.17131762667367
LYPLA2	4.56918192824244	3.55914092543664	3.86567494251773
CLCN6	4.29455054280624	6.07730366578977	6.2174139270413
MRC2	4.5488578620706	-0.242164341165898	-0.571641376607948
TSPAN9	4.00063965883167	2.97753982718522	3.80155348470495
BTBD7	5.712274543073	5.70056766123361	5.19546442650146
APBA3	2.10378282131065	0.477620573043935	0.421603163797871
MKS1	2.92355032831912	2.83655521519081	2.80109821755994
ABHD5	2.68224658620127	3.19491590893871	3.3098255323758
ANOS1	6.35765300150979	-0.296243772956664	1.99713714063553
AKAP8L	5.96724873690981	5.60803779363393	5.60238481832563
MBTD1	7.07983968527249	5.9477416615086	5.02238838886827
UTP18	5.95670460980894	4.67854523943573	4.69895937956755
RNF216	5.77556638818476	5.69146016151461	5.46385507676183
TTC19	6.04184432979148	5.95398148283957	6.2148035066021
PTBP1	8.00903300299769	3.80016422761544	3.6709589898521
DPF1	2.32306108291516	4.40778112475333	4.56079183521058
SYT7	3.84556617876379	6.22587735879021	6.63554030446623
LARS2	5.32586724749992	4.0643934501292	4.2583067630539
PIK3C2A	8.36884331714189	7.06295457139962	6.83561893256859
PLAUR	2.47678193853004	-2.04623243599683	-1.15338901555092
ANLN	7.93436690962862	2.06827040434788	2.25451217714359
WIZ	4.63697102576963	5.19954988055886	5.02338212003345
RABGAP1	6.42292604052074	7.15135337405729	7.19414432788645
QPCTL	2.05732997709002	-0.508562429286268	0.542361029164704
PPP5C	6.57023176862073	6.15314457311147	6.36457866401993
CEP68	5.23473133614256	5.57548161254454	5.42795042007534
MAP4K3	6.60844053179809	6.66056032333145	6.98945078074565
TMEM159	2.76633687451857	1.53875742577494	2.73238652362859
GABRA3	3.03225229165023	5.67938203191839	5.44673130846676
BRCA1	6.59728671304636	1.40883529388332	2.29352762881683
ERCC1	3.23864581438337	3.31707628449923	3.49420673782334
SEMA3B	-0.146563116542813	-0.778686160940493	-0.183784287423066
MBTPS2	4.12887995689639	5.16231125472702	5.87257212735474
PRICKLE3	1.98644355894166	-1.99239803878621	-1.58713284779492
EXTL3	6.4105675099092	6.27000471355078	6.25217804749632
ELOVL5	7.68898649317591	7.36786758079498	7.17782263415452
ALOX5	-0.526646543002889	-3.0747533144917	-2.43350741505326
KDM5D	5.16572686870749	5.12145354713062	4.99234914555149
CALCOCO1	3.62882976937591	4.86042979669516	4.57024540315487
UBR7	4.78561737744474	3.97293101837853	3.94098012377721
MAP4K5	6.23367927486342	7.38418574581173	7.1201958259621
EHD3	3.72573314252633	4.21625328942874	4.95070579179957
PSMC4	5.83833180328251	5.35277328847691	5.51002237330017
MAN2B2	3.10733669142968	4.41306909488604	4.89834128675359
SLC7A14	-0.496598224858033	4.98995218181809	6.56861266899768
CLDN11	1.43719772761338	-1.26637681623815	-0.864511457173876
SLC25A39	4.84891671487326	2.39801347025264	2.70777291244679
MVP	1.2673834626917	2.23924551475206	3.49718619197002
NUB1	5.41816049881807	5.1495799543098	5.3952033585177
PGM3	5.68655077238602	5.07870763427802	5.00950389897073
RWDD2A	2.42513658787713	3.48331678442257	3.31651172633922
CLK1	4.79019601734172	7.12663844810003	6.26811360827538
POLR3B	4.76451024669482	4.67500824876772	4.22260619991353
ANGEL1	4.40967235324277	3.17484560290644	2.56348454433287
RNF14	4.6180246072539	6.07508463776248	6.27712244685003
DNASE1L1	1.96834583477096	1.44794389631254	2.18168571804015
DDX11	5.30964613112842	1.63326289766128	1.60494711860852
HEBP1	3.0966248169895	-0.0144100734282864	0.876158055071746
MAMLD1	-2.20146072796322	1.47279781350739	1.3583819985551
TACC3	6.66761540466617	1.47533947054496	0.944460299398132
UFL1	6.28690948276405	5.5415150598503	5.96524926703224
POLA2	4.56047575159177	1.20364671246081	1.54186677825366
ZC3H3	3.84694442451511	3.34609254705642	3.44843630062041
CAPN1	6.03234447033127	5.31825849729232	5.53646222441251
ACPP	0.935349620522001	-3.0747533144917	-2.78071042944395
MDH1	6.43819092315589	6.16046760366986	6.75781207225949
SLC30A9	6.73807422284417	6.91240426619146	7.03404529652326
MTMR11	2.05535822845915	-0.753838810222905	0.273234918841791
COX15	4.90286166315916	4.88368104793322	5.12050692005365
CCDC88C	6.31163671461563	5.63359182782938	4.55920459238608
YAF2	1.79273604253599	6.13600302587208	5.82773769783273
ZMYND11	6.02333468903703	7.1990618049022	7.53495743108089
BID	3.87091424116544	3.27774893138647	2.96250739163009
MATR3	5.16612787252487	4.85239748322193	4.26028036311158
XYLT2	4.44474581326887	2.21636186662498	2.9670429718849
RGPD5	6.9163676874477	7.35376896000027	7.75225741868661
STMN4	-0.630560988200129	6.30748404004395	6.95786331789317
NUDCD3	5.7651004007483	6.77896213070726	7.05505937615682
ISL1	-1.20396239954046	6.09771398845949	6.33190052284616
CHDH	3.00678663802811	-1.30590077633855	-1.29322315814228
IL20RA	-0.268034032543367	-3.0747533144917	-2.78071042944395
GLT8D1	3.48046336011743	3.79100527047549	3.85642761460386
ATP2C1	6.80978999618749	7.94644185810312	8.14191918047093
IGF1	-2.05072510989158	-2.75693286748131	0.0478472448676642
SLC38A5	2.76215629386415	-1.69092028054612	-2.43350741505326
RALBP1	7.01696742595957	5.86705920277493	5.90188925329405
RUFY3	5.86393873310908	9.83328380053077	9.78500908267893
CNTN1	3.46474008688204	8.76256002034098	9.89936651730542
WWTR1	4.99158943038289	1.35543879070314	1.13212954078368
AGPS	6.4207615631344	7.08935505126658	7.03611740245622
ZNF806	-1.58292718895139	-0.0311830760128357	-0.634477498463118
CXorf56	3.95298673424244	3.93243350145226	3.96371230067409
ATP1A2	4.16404469840277	-2.53008067719096	-3.07475331449171
TTC27	5.2070002773285	3.36819888879942	3.84992747044172
ZNF582	1.62829275969772	2.21242812636521	2.45896823351318
PHLDB1	5.92436186758577	5.82744985975054	5.4359613091792
PRDM11	3.5591822938462	4.51619570626886	4.81863655786658
SYT13	3.23163112364273	7.16815941720084	7.7975243081116
SNAI2	-0.896053641644573	2.03587517675538	1.77778136717169
CD74	2.30791193894778	-2.04268429879116	-1.08808757548304
ZRANB1	5.52436282659295	6.42676425555695	6.24771426288265
NCDN	4.21368548837352	5.3101681014951	5.57933045484155
ADGRA2	3.43598759231738	0.571566423906126	-0.229635163510045
ZFP64	4.19210957687979	3.82840103891824	3.85035871118382
MNAT1	5.61897111086677	5.23200706368664	5.10895575616651
SAMD4A	5.35071290883419	3.56915688966705	5.12602191408492
RUNX3	-0.961599653620024	-2.75218505866831	-3.07475331449171
MRE11A	6.68411758428006	4.39706085482953	4.14261304017428
PLEKHB1	-0.929197225717709	-2.75693286748131	-0.487836042306058
SERPINB1	3.10519471800793	0.762007149692164	1.02975727915942
SLC7A9	-2.05707892369236	-0.778686160940493	-2.43350741505326
SPAST	6.05588428627364	7.2425836804005	6.83384243813374
NRXN3	2.40349523591045	4.67099408801532	5.76062118482143
OSBPL5	3.01560512648782	5.33090040414756	5.51998177068892
AQR	7.94061308782135	6.81293203592574	6.61033132377816
CPS1	3.72700495026994	0.0635999824282887	-1.41107563093811
FHL1	3.81741827404923	5.50973302556237	5.38243428482859
RTFDC1	4.45731334643919	4.58683265826092	5.12407203902813
GABRA1	1.18343614938515	-0.788394540369376	0.709799292307929
NLRP2	5.5325674300689	3.04420492572381	3.1859902462204
SLC45A4	4.91074678893673	4.49382176780046	4.36447385478023
RNF10	6.56293620343671	6.64431544513102	6.64089671695439
ZNF839	3.62683524382408	2.9330339765424	2.96227812985808
ZDHHC6	5.35230666720584	5.23417581888538	4.96438763527578
GRAMD1B	4.41054019252987	4.41315917865586	5.17973155536168
RNH1	3.45579711474125	3.7429932635628	4.17466907488104
NDUFS1	7.31378225859823	7.84026445502368	7.91226584957246
RB1CC1	7.80157955939279	7.8593559560849	7.80728069416946
ERP44	5.72237416045092	6.52313803385513	6.66354348053408
ALAS1	4.79617263690099	4.68443764659099	5.27793947891668
BIRC3	0.0826173329295273	-3.0747533144917	-1.8826457603412
AKAP11	6.98668532607225	8.56153174074371	8.82129727850253
GLRX2	1.22477425978895	1.28404745949215	1.36041339767234
SNAPC1	4.02254922773611	2.55552668963535	2.71577689961061
DERA	3.54717165957498	2.740617770503	2.71489959295219
STRAP	6.95648982904379	6.51880935707804	6.56219996580879
ABCC2	-0.409122789068399	-0.360086088847829	-1.8826457603412
DEF6	2.76795941871805	-0.965313985354951	0.908600569510077
PLEKHO1	3.86329101436065	4.46945397929372	3.99348513080233
GCLM	4.28394474602807	3.85321825262051	4.22287561246305
UBR2	6.40824598959317	6.59612794629195	6.56396120561452
EHD2	2.93790965441184	-2.36880069182022	-0.881804890940743
DEPDC1	7.09895002509718	-0.454325784620785	-0.0293460039012115
CCDC28A	2.04365763399949	1.06944973324868	1.01454352876828
RRAGD	4.9743083184125	5.44249379768637	5.61450901747074
HSF2	4.78662770081296	5.99840038263757	6.05133777570183
PHF20	6.59003458991344	5.91045669081466	5.80430460430988
HSD17B6	1.39357969327637	-1.68562024211033	-2.41098075420047
NR1H3	2.07962356889223	0.0558604887730593	0.875680285406237
NCAPH2	4.2021391969803	3.55134779737856	3.6467373111818
TOMM34	4.3578867025003	2.76198298615658	3.05442893646518
SEC63	7.48745788733729	7.4444944079475	7.39793415225077
KPNA6	7.18782407294948	6.21845543065818	6.72934775016118
VIM	4.78418136268176	7.6176019866657	6.87553693590739
RTEL1-TNFRSF6B	-0.630560988200129	-2.36050474580155	-2.57241212841894
FAS	1.20978630070158	0.0875454076037788	-1.99181135287891
RNASET2	2.20397928251249	0.477996854473899	1.27931775096657
CD44	1.70822554730552	-0.507718948088711	0.108760210611754
KCNG1	3.51972847542787	-3.0747533144917	-1.69855139267497
AGPAT4	4.76799622812052	6.67210314986923	6.27723386146752
BTN3A1	1.12808154639852	2.66776032846295	4.02121285761753
MIPEP	4.00717511932088	1.79493257727258	2.28174049502436
PRKCH	3.0766808952821	0.843694417682978	1.57717181219877
IFNGR1	3.77915798883671	4.41769337578916	4.63323311663286
B4GALT7	1.90500515772631	1.68916401729923	2.19742056887083
SH2D2A	0.296352195267882	-3.0747533144917	-2.57241212841894
VRK2	5.02156921452101	-0.787772830302336	-0.213377708942792
TNFRSF1B	-0.39925194215247	-2.75693286748131	-2.43350741505326
VEZT	6.60576341217854	7.85762736251107	7.8248989717634
POU2F2	2.32852380554409	3.70097309022031	3.24818163747666
BRD9	5.59045678352985	4.91029802583723	4.81855393305659
SNX1	5.61281162200847	5.65943007116278	5.47512186159747
TBPL1	4.93603745790636	5.72960835514493	5.4740013730313
ARNTL2	5.43080234469654	4.99889579767032	5.02534812319288
BCLAF1	8.41249338839824	8.23090608814412	7.89754702209556
SLC39A9	5.35437417846448	6.22986820046456	6.16601478960248
ANK1	3.8179794775024	5.74696939326279	6.02171031692105
TFB1M	4.41464211797666	3.81850850991335	3.62392974427654
RABEP1	7.14011077500987	8.28399005484888	8.4234537160007
HMGB3	8.83079166272398	6.85822213538315	6.84255086598077
NUP160	7.58381872353811	5.73522331573447	4.95051503088817
BAK1	3.0439708490098	1.04854339078796	1.32286069997631
IKZF2	3.31980777491597	7.06962085386389	7.43850682214151
GRN	4.36182064871816	2.43890539149804	3.0736207809592
FAM13B	5.37398432896241	6.85927585194202	6.02772245329677
ARHGAP31	4.34320010711724	-2.36880069182022	-0.943145750851324
CENPQ	4.23180381094676	1.00209192640035	1.75972374726037
SARS	6.61648073731619	6.95025324730612	7.20417843561929
RANBP3	5.31598760130362	4.8873982351187	4.8803733640864
ARID4A	5.80990225918632	7.32225445758156	7.33786728459082
TSSC1	3.89115522819433	3.65891160171098	3.81050310937409
PNPLA6	4.81660419236687	3.27809165365269	4.19165147610031
IFT88	4.06040677351855	4.763810290067	4.71137919041358
ALG1	3.28380602385093	1.95965538373895	1.94812944625904
ZCCHC8	5.565802432867	4.63913548107691	4.18490021470824
ABCF2	5.71091160846135	5.03728404166114	5.11242184294375
CHPF2	3.72316069101403	3.64228667517782	3.23660440792112
LRRC7	-0.894778501868815	7.40414010152112	6.16201827343319
FUT8	5.96020204661197	7.43735812914714	6.92412165130513
UBA6	7.87645449598733	7.48382886942098	7.54323739530267
GAB2	5.02157359496865	8.20421022567537	8.16927797782939
ATP6V0A1	4.81063453831129	7.60930451650649	7.83366881870216
PIAS1	6.02662460916644	6.75015474163675	6.75267520372621
SLC4A7	7.9830265063761	6.88639129841365	6.91858526722269
APBA2	3.98271485551559	6.28427033218727	6.09739956053682
MAP2K3	3.6440207797479	1.49469350620522	1.34097808704792
TMSB10	6.51995886189389	7.77355211593337	8.13260546189152
ASTE1	2.44968914012472	2.10571672464886	2.44094402118343
RNF19A	4.37734717031622	5.97074796082429	5.98858036290107
PEX3	3.46181979868047	4.33180314966113	3.74786745816384
GABARAPL2	4.96388914790216	6.44173547007721	6.75866402653559
SH3YL1	4.53393371663772	5.06051919262534	4.89735046334341
FAM136A	5.68336130321518	4.14160116306282	4.6662804668665
VCL	9.1372417138381	6.05445315823301	6.7817807733096
DEPDC1B	5.76182719277266	0.105101939934046	0.017247561413049
DAPK2	0.340087992783806	0.978915768521586	0.0554976142687616
NSMAF	4.67411933582898	4.47688826124774	3.93014714966967
ADSS	6.53030388618985	4.96425924258835	4.99524733504523
TIMP2	4.80449313404071	6.28120044882727	7.16325527148204
RFC1	7.2405945044295	5.27137333770799	5.80371671629995
TBC1D23	5.42996320661546	5.14147084745782	5.14679382314495
CUL3	7.13113967363885	7.14738443375101	7.2096691544145
MYOM2	-1.83379549310189	-0.630553387233914	-0.824967729132994
CYP46A1	1.07192341547873	5.1906741726222	5.5147877543135
ZZZ3	6.89202061688657	6.80167628743822	6.85712598256254
USP2	2.2399829405645	-1.57039081225824	1.21680433646137
TUBG2	2.58218140947448	2.86942547198468	3.53667614293454
RPL26L1	4.31496912294391	4.17680977455706	4.7883623437128
FLT4	3.56003581046183	-0.810419683552814	0.150008133613139
NSUN2	6.60512871515825	4.83296767283618	4.50393144435188
