SetType	SetName	Network	PopCount	IntCount	SetCount	OverlapCount	OverlapP	OverlapGenes
GTEx_all	Artery - Tibial	COMBINED	24083	931	2408	183	1.19677133110165e-19	ACTB,ACTG1,ADD1,AKAP1,AKAP12,AP3B1,APLP2,ARF1,ARF4,ARHGEF2,ARL6IP4,ATF2,ATP10A,BANF1,BCL2L2,BCL7C,BDNF,BDP1,CACNA1H,CDC27,CDC42BPA,CDC73,CDH6,CHD4,CHMP1B,CHMP2B,CHMP3,CHMP4A,CHMP4B,CLIP1,COX20,CPE,CPEB2,CTNNA1,CYLD,CYTH3,DCAF10,DDX1,DDX24,DDX6,DOCK10,DPF2,DPYSL3,DYNC1I2,DYRK2,EBF1,EEF1A1,EHD2,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3L,ELF2,ENAH,ERC1,FAM177A1,FAT4,FYTTD1,GNAI2,GNAI3,GNAQ,GOLPH3,H2AFJ,H3F3B,HDAC2,HEXIM1,HIP1,HNRNPA0,HNRNPLL,HNRNPUL1,HP1BP3,IRF2,ITGB1,KHDRBS1,KIDINS220,KXD1,LDHA,MACF1,MAP1B,MAPRE2,MARK1,MED22,MED27,MED4,MFAP4,MIA3,MPG,MPRIP,MTDH,MYEF2,MYH10,MYH9,MYL6,MYO9A,NCKAP1,NDEL1,NLGN1,OSBPL5,PACS1,PCBP1,PCBP2,PCDHGB6,PDCD6IP,PDE4D,PDE5A,PDGFD,PFN1,PIK3C2A,PLXDC2,PPP1R12A,PPP3CC,PRICKLE2,PRKAR2A,PRKRA,PTGES3,PTPN14,PUM1,PWP1,RAB1A,RAB2A,RAB3GAP1,RAB5B,RABGAP1,RAC1,RALBP1,RALY,RANBP2,RBMS1,RBMXL1,RC3H2,RHOB,RNF169,RPA1,RPL15,RPL36AL,RPL5,RPL7,RPLP1,SACS,SARM1,SATB1,SCAPER,SEC23A,SEC31A,SESN3,SETD2,SF3A1,SF3B2,SKP1,SMARCA2,SMARCC1,SMARCE1,SNX9,SPECC1L,SRSF3,SSBP1,SSBP2,SSBP3,STAU1,SUN2,SYNCRIP,TAB2,TBC1D2B,TP53I11,TRIP12,UNC5C,USP47,VAPA,VASH1,VCL,VIM,XRCC5,XRCC6,XRN2,YBX1,YWHAH,YWHAQ,ZBTB10,ZFHX3,ZFR
GTEx_all	Artery - Tibial	InWeb	24083	1561	2408	283	2.37656881250154e-24	ABL1,ACTB,ACTN1,ACTN4,ACVR1,AFF4,AHCTF1,AKAP12,AKT1,ANP32B,APPL1,ARCN1,ARF4,ARFGAP3,ARHGEF10L,ARHGEF7,ARID4B,ARID5B,ARNT,ARTN,ATF2,ATP13A3,BAG2,BARD1,BCL2L1,BCL7B,BCL7C,BCL9L,BET1L,BMI1,BMPR1A,BNIP2,BRD4,BTF3,CALCOCO1,CAMK2G,CAPZA2,CAPZB,CAV1,CBL,CCDC102A,CCDC8,CDC27,CDC5L,CDC73,CDH6,CEP120,CHD1L,CHD4,CLK1,COPS2,COPZ2,CRBN,CREB1,CREBBP,CRK,CTCF,CTNNA1,CTTN,CUL1,CWC22,DACT1,DACT3,DAG1,DAZAP2,DCTN6,DDX1,DDX50,DLGAP4,DNAJB5,DNAJC8,DPF2,DVL3,DYNC1I2,DYNLT1,DYRK2,E2F3,EEF1A1,ELL2,EP300,EPAS1,EXOC5,FAF1,FAM117A,FAT4,FER,FERMT2,FGFR1,FOXJ2,FOXO3,FOXS1,FRK,FRYL,FZD8,GLI2,GLIS2,GNAI2,GNB4,GOLGB1,GOSR1,GTF2B,HIPK1,ID2,IFRD1,IGF1R,IGFBP2,ILK,IPO8,IQGAP1,JADE1,JAK1,JAK2,KANK1,KAT5,KIAA1109,KMT2A,KPNA6,LAMB2,LAMC1,LATS1,LATS2,LBR,LIMS1,LIN52,LMNA,LRP1,LRP5,LRRFIP1,LSM14A,LTBP4,LZTS2,MAGI2,MAP3K2,MAP3K3,MAPRE1,MARK1,MED10,MED15,MED21,MED22,MED27,MED30,MED4,MLLT10,MNAT1,MPDZ,MPRIP,MTHFD2,MYH10,MYH11,MYH9,MYL12B,MYO1C,MYO1D,MYOF,NCOA2,NCOA3,NCOR1,NDEL1,NFATC1,NLGN1,NR4A1,NTN1,NUCB1,NUMA1,NUP54,NXF1,PAX3,PBRM1,PBXIP1,PDGFRB,PELO,PHF20,PIK3CA,PIP4K2C,PLEC,POLR2C,POLR2K,PPIG,PRKAA1,PRKAB2,PRKAR2A,PRMT2,PRPF6,PTK2,PTMA,PTPN11,PTPN12,PTPN14,PTPRG,PTPRK,RAB1B,RAB27A,RAC1,RAF1,RANBP2,RARA,RASAL2,RBL2,RELA,RGS6,RLF,RNF14,RNF169,ROCK1,RPL7,RPS25,RSBN1,RWDD1,RYK,SATB1,SDC4,SEC23A,SIPA1L1,SIRT1,SKP1,SLK,SMAD2,SMAD4,SMAD7,SMAD9,SMARCA2,SMARCC1,SMARCE1,SMTN,SMURF1,SNW1,SORT1,SOX13,SOX6,SPEG,SPNS1,SPOP,SS18,SSB,STAT3,STRN3,SYNCRIP,TANK,TAOK1,TCF7L1,TCF7L2,TEAD2,TERF1,TGFBR1,TGM2,TJP1,TMED10,TMED2,TMED7,TNKS2,TOB1,TRIM33,TRIP6,TRMT112,TTBK2,UBC,UBE2D2,UBE2I,UBP1,UHRF1BP1L,UHRF2,USP12,USP39,UTRN,VCL,VIM,WWP2,WWTR1,XRCC5,XRCC6,YAP1,YBX1,YWHAH,YWHAQ,ZC3H13,ZFR,ZMYND11,ZNF143,ZNF174,ZNF362,ZNF592,ZNF703
GTEx_all	Bladder	COMBINED	24083	931	2408	132	2.26530182125371e-05	ACIN1,ACTG2,ADD1,AKAP8,ANAPC4,AP3M1,ARHGEF12,ARID1A,ARPC2,ASH2L,BCLAF1,CACNA1H,CDC23,CDC42BPA,CHD4,CHERP,CHMP2B,CHMP3,CHMP4B,CLINT1,CNOT1,CNTN1,COL4A3BP,CSNK2A1,DAPK1,DBT,DCAF10,DCAF7,DDX6,DHX9,DPF2,DPYSL3,DYNC1I1,DYNC1I2,EEF1A1,EEF2,EIF3B,EIF3D,EIF3E,EIF3F,EIF3H,EIF3L,ELAVL1,ENAH,ERC1,FABP5,FAM117B,FLOT2,GNAQ,GRIP1,H3F3B,HNRNPF,HNRNPU,HNRNPUL1,HNRNPUL2,IGSF3,IRF2,KDM1A,KHDRBS1,LDB1,LIG3,LONP2,LRFN5,MARK1,MCCC1,MCCC2,MED1,MED17,MED20,MED22,MKRN1,NCKAP1,OSBPL5,PABPC1,PACS1,PCCA,PDE4D,PHB2,PLEKHA5,POM121,PPP1R12A,PRICKLE2,PRKRA,PRPF8,PRRC2C,PTPRS,RAB11A,RAB5B,RABGAP1,RALBP1,RBBP4,RNF169,RPA1,RPL10A,RPL12,RPL5,RPS27,SARM1,SATB1,SCAP,SETD2,SETDB1,SF3A1,SF3B1,SLTM,SMARCC1,SMARCC2,SMARCE1,SNX9,STAU1,SYNCRIP,TAB2,TBC1D2B,TFCP2,TMEM245,TOP2B,TP53BP1,TRIM28,TXNRD1,UBAP2L,UNK,UPF1,UST,VCL,WDR6,XRCC1,XRCC5,XRN2,YLPM1,ZFHX3,ZMYND8,ZNF292
GTEx_all	Bladder	InWeb	24083	1561	2408	243	7.12010081026681e-13	ABL1,ACIN1,ACOX1,ACOX3,ACTN1,AFF3,AFF4,AHR,AKT1,ANAPC4,ARID1A,ARID2,ASCL2,ASH2L,ATAD3C,ATP2B4,AXIN2,BAG2,BCL9,BCL9L,BMP2,BMPR1A,BOC,BRAF,BRD3,BTF3,CAMK2G,CAPZB,CCDC102A,CCNL2,CDC23,CDC42,CDC5L,CDK8,CHD4,CHD9,CNOT6L,COG3,CREBBP,CSNK1A1,CSNK2A1,CTCF,CTNND1,CUL1,DAZAP2,DBT,DCAF7,DCHS1,DCTN5,DDX50,DHX9,DLG5,DNM2,DPF2,DVL2,DVL3,DYNC1I1,DYNC1I2,EEF1A1,EEF2,EIF4B,EIF4EBP2,ELAVL1,EP300,ERBB2,EXOC4,EXOC7,EZR,FAM117A,FAM117B,FERMT2,FLII,FLNB,FLOT2,FOXQ1,GCC2,GLTSCR2,GLYR1,GORASP1,GOSR1,GRB10,GRIP1,GSTM2,GTF2B,HDAC1,HDAC7,HELZ,HNRNPU,HOXB7,IKBKB,ILK,INPPL1,IPO8,IRF3,IRS1,ITPKB,JAK1,KANK1,KANSL3,KAT5,KDELR1,KDM4A,KLF5,KLHL17,KMT2A,LATS1,LBR,LIG3,LIPH,LRP5,LRRFIP1,LZTS2,MANBA,MAP4K5,MAPK14,MAPRE1,MARK1,MAST2,MCCC1,MCCC2,MED1,MED16,MED17,MED20,MED21,MED22,MLLT1,MLLT10,MYBBP1A,MYH11,MYOF,NAGA,NCK2,NCOA2,NCOR1,NEK9,NEURL2,NOL8,NOTCH1,NUMA1,NUMB,PARD3,PBRM1,PCCA,PDGFRA,PHB2,PITX2,PKN1,PKN2,PLA2G4A,POU5F1,POU5F1B,PPARG,PPIG,PPP1CC,PPP1R10,PRKCD,PSEN2,PTPN13,PTPRF,PTPRK,PTPRU,PXN,PYGO2,RAB11A,RANBP3,RANBP3L,RBBP4,RBL2,RBPJ,RELA,REST,RNF169,RNF2,RPL10A,RPL12,RPS27,RPS6,RSBN1,RXRA,RYK,SART1,SATB1,SDC1,SDPR,SETDB1,SF3B1,SIGMAR1,SIRT1,SLK,SMAD2,SMAD3,SMAD4,SMARCC1,SMARCC2,SMARCE1,SMTN,SNAP29,SNTB2,SOX13,SP1,SPICE1,SPNS1,SPOP,SRC,SRRM2,SRSF4,SYNCRIP,TANK,TCOF1,TERF1,TFCP2,TGIF1,TOB1,TOP2B,TP53,TRAF4,TRAPPC11,TRIM28,TRIM33,TRIP6,TRPM7,UBE2I,UBP1,UBR5,UNK,USP39,USP8,VCL,WEE1,WHSC1L1,WWTR1,XRCC5,YAP1,ZMIZ1,ZMYND11,ZNF174,ZNF317,ZNF362,ZNF687,ZNF768,ZSCAN12,ZSCAN20
GTEx_all	Brain - Amygdala	COMBINED	24083	931	2408	160	4.21317652446529e-12	AAK1,ACOT7,ACTL6B,ADD2,ADD3,AGAP1,AGAP3,ALDH7A1,AP2B1,AP3B2,APC,APC2,ARL8A,ASF1A,ATP1A3,ATP6V0A1,ATP6V1A,ATP6V1B2,ATP6V1D,ATP6V1E1,ATP6V1F,BASP1,BCAS2,BCL2L2,BLOC1S2,BSCL2,CADM2,CALM2,CAMKV,CAMSAP2,CDH10,CDH4,CDH9,CENPV,CLASP2,CLIP2,CMAS,CNTN1,CORO2B,CPE,CRMP1,CTNNA2,CTNND2,CYFIP2,DENND1A,DPF1,DPYSL2,DPYSL4,DPYSL5,DYNC1I1,DYNC1LI2,DYNLL1,DYNLL2,EIF4E,ELAVL2,ELAVL3,ELAVL4,ELMO1,EPHA5,ERC2,FAM171A1,FMNL2,GABARAPL2,GABBR1,GAP43,GNAO1,GNAQ,GNB1,GNG2,GPHN,HIP1R,HRAS,INA,IQSEC1,ITM2C,KCNQ2,KIF21A,KIF21B,KIF5C,KIRREL3,KLC1,LRFN5,LSAMP,LZTS1,MAP1A,MAP1B,MAP1LC3A,MAP2,MAP2K1,MAP4,MAP6,MAPRE2,MATR3,MBD3,MLF2,MOCS2,MRPL41,MSI2,MYO5A,NECAP1,NEFM,NLGN1,NTRK2,PAFAH1B3,PCLO,PHGDH,PLCB1,PNMA2,PPFIA2,PRKACB,PRKCG,PSD2,PSD3,RAB3C,RAB6A,RAB6B,RAC1,RAPGEF4,RIMS2,RIMS4,RUFY3,RUNDC3A,SALL3,SAP18,SCN3A,SCRN1,SHTN1,SKP1,SLC25A22,SMARCD3,SNAP25,SNAP91,SOGA3,SPATA2,SPTAN1,SRGAP3,STAU2,STON2,SYT1,SYT11,TBCB,TERF2,TERF2IP,TMEFF1,TMEM132A,TRIM2,TRIM46,TUBA1A,TUBB2A,TUBB4A,VASH1,WDR47,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZFR,ZNF536
GTEx_all	Brain - Amygdala	InWeb	24083	1561	2408	202	6.38493135303109e-05	AAK1,ADARB2,AGAP1,AGAP3,AJAP1,AMPH,ANK3,AP2B1,APC,APC2,APP,ARHGEF4,ASF1A,ATP1A3,BAD,BAP1,BMPR1B,BTRC,C16orf13,CACNG2,CACYBP,CALM1,CALM2,CALM3,CAMK2A,CAMK2B,CAMKK2,CBX1,CBX5,CDH10,CDH18,CDH8,CDH9,CDK19,CDK5,CDK5R1,COX6A1,CRB1,CTNNA2,CTNNA3,CTNND2,DCTN1,DCTN6,DISC1,DLG1,DLG2,DLG4,DLGAP1,DLGAP2,DLGAP3,DLX2,DNM1,DNM3,DYNC1I1,DYNC1LI2,DYNLL1,DYNLL2,EPHB1,ERBB2IP,ERMN,FBXO45,FBXW11,FBXW7,FEZ1,FGF20,FGFR2,FOXG1,FYN,GABARAPL2,GAP43,GJA1,GRIA2,GRIK2,GRIN1,GRIN2A,GRIN2B,GRIN2D,GRM1,GRM5,GSK3A,HCN2,HDAC11,HIPK2,HRAS,ITPKA,ITPKB,KAT2B,KCNQ2,KCNQ3,KIF3A,KIF3B,KIFAP3,KLC2,LIMK1,MAGI2,MAP2,MAP2K1,MAPK1,MAPK10,MAPK11,MAPK3,MAPK8IP1,MAPK9,MAST1,MAST3,MBP,MED12L,MED29,NDFIP1,NF2,NFASC,NLGN1,NLK,NRCAM,NRXN1,NRXN2,NSF,NTN3,PACSIN1,PAK1,PALM2,PAX6,PEX10,PHYHIP,PIN1,PINK1,PLCB1,POLR2F,POLR2I,POLR2K,PPP2CA,PPP2R4,PPP3CA,PRKACB,PRKAR1B,PRKCA,PRKCE,PRKCG,PRKCZ,PTN,PTPN11,PTPN5,PTPRZ1,RAB3A,RAB4B,RAB6B,RAC1,RANBP3L,RAP2A,RAPGEF4,RB1CC1,RBX1,RGS7,RIMS1,RNF165,RNF220,SCN3A,SERINC1,SGTB,SH3GL2,SHANK1,SHANK2,SIK3,SIPA1L1,SKP1,SMOX,SNCA,SOX1,SOX2,SOX9,SPAG9,SPEF1,SPTAN1,SPTBN4,STUB1,STX1A,SUMO3,SYNGR1,SYT1,TAOK3,TBKBP1,TERF2,TMEFF1,TNIK,TNK2,TP53BP2,TUBA1A,TUBA1B,TUBB2A,TUBB3,TULP4,UCHL1,ULK2,WDR47,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZFR,ZFR2
GTEx_all	Brain - Anterior cingulate cortex	COMBINED	24083	931	2408	178	7.31389998081928e-18	AAK1,ACOT7,ACTL6B,ADD2,AGAP1,AGAP3,ALDH7A1,AP2B1,AP2M1,AP3B2,APC,APC2,ARL8A,ASF1A,ATP1A3,ATP1B1,ATP2B1,ATP6V0A1,ATP6V1A,ATP6V1B2,ATP6V1D,ATP6V1E1,ATP6V1F,BASP1,BCAS2,BCL2L2,BLOC1S2,BORCS8,BSCL2,BTBD10,CADM2,CALM2,CAMKV,CAMSAP2,CDH10,CDH4,CDH9,CKB,CLASP2,CLIP2,CMAS,CNTN1,CNTNAP1,CORO2B,CPE,CRMP1,CTBP1,CTNNA2,CTNND2,CYFIP2,DENND1A,DPF1,DPYSL2,DPYSL4,DPYSL5,DYNC1I1,DYNLL1,DYNLL2,EIF4E,ELAVL2,ELAVL3,ELAVL4,ELMO1,EPB41L3,EPHA4,EPHA5,ERC2,FAM171A1,GABARAPL2,GABBR1,GAP43,GNAO1,GNAQ,GNB1,GNG2,GPHN,HRAS,INA,IQSEC1,IRGQ,ISLR2,ITM2C,KCNB2,KCNQ2,KHDRBS2,KIF21A,KIF21B,KIF5C,KIRREL3,KLC1,LRFN5,LSAMP,LZTS1,MAP1A,MAP1B,MAP1LC3A,MAP2,MAP2K1,MAP6,MAPRE2,MARK1,MATR3,MBD3,MLF2,MOCS2,MRPL41,MYO5A,NAV3,NECAP1,NEFM,NLGN1,NTRK2,PAFAH1B1,PAFAH1B3,PCLO,PCSK1,PLCB1,PNMA2,PPFIA2,PRKACB,PRKCG,PSD2,PSD3,RAB3C,RAB6A,RAB6B,RABL6,RAPGEF4,REPS1,RIMS2,RIMS4,RNPS1,RTN4RL2,RTP1,RUFY3,RUNDC3A,SALL3,SAP18,SATB1,SCN3A,SCRN1,SHTN1,SKP1,SLC25A22,SMARCD3,SNAP25,SNAP91,SOGA3,SPATA2,SPTAN1,SPTBN2,SREBF2,SRGAP3,SRPK2,SSBP3,STAU2,STON2,SYT1,SYT11,TBCB,TERF2,TERF2IP,TMEFF1,TMEM132A,TRAF3,TRIM2,TRIM46,TUBA1A,TUBB2A,TUBB4A,VGF,WDR47,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,ZFR
GTEx_all	Brain - Anterior cingulate cortex	InWeb	24083	1561	2408	208	7.90885249713354e-06	AAK1,ADARB2,AGAP1,AGAP3,AJAP1,AMPH,AP2B1,AP2M1,APC,APC2,APP,ARHGAP32,ARHGEF4,ASF1A,ATP1A3,BAD,BAP1,BTRC,C16orf13,CACNG2,CACYBP,CALM1,CALM2,CALM3,CAMK2A,CAMK2B,CAMKK2,CBX1,CDH10,CDH18,CDH8,CDH9,CDK5,CDK5R1,COX6A1,CRB1,CTBP1,CTNNA2,CTNND2,DCTN1,DCTN3,DCTN6,DLG2,DLG4,DLGAP1,DLGAP2,DLGAP3,DLX2,DNM1,DNM3,DYNC1I1,DYNLL1,DYNLL2,ERMN,FBXO45,FBXW11,FBXW7,FEZ1,FOXG1,FYN,GABARAPL2,GAP43,GRIA2,GRIK2,GRIN1,GRIN2A,GRIN2B,GRIN2D,GRM1,GRM5,GSK3A,GSK3B,HCN1,HCN2,HDAC11,HIPK2,HOMER1,HRAS,ITPKA,KCNQ2,KCNQ3,KCTD1,KIF3A,KIF3B,KIFAP3,KLC2,LIMK1,LIN52,MAGI2,MAP2,MAP2K1,MAPK1,MAPK10,MAPK11,MAPK3,MAPK8IP1,MAPK9,MARK1,MARK4,MAST1,MAST3,MBP,MED12L,MED29,MED9,NDFIP1,NDFIP2,NEDD8,NF2,NLGN1,NLK,NRCAM,NRXN1,NRXN2,NSF,NTN3,OLA1,PACSIN1,PAK1,PALM2,PAX6,PCSK1,PDE4A,PDPK1,PEX10,PHYHIP,PI4KA,PIN1,PINK1,PLCB1,POLR2K,PPP2CA,PPP2R1A,PPP2R4,PPP3CA,PRKACB,PRKAR1B,PRKCA,PRKCE,PRKCG,PRKCZ,PTN,PTPN4,PTPN5,PTPRO,PTPRZ1,RAB3A,RAB4B,RAB6B,RANBP3L,RAP2A,RAPGEF2,RAPGEF4,RB1CC1,RBX1,RFPL2,RGS7,RIMS1,RNF165,RNF220,RNPS1,SATB1,SCN3A,SERINC1,SGTB,SH3GL2,SHANK1,SHANK2,SIPA1L1,SKP1,SMOX,SNCA,SOX1,SOX2,SOX9,SPTAN1,SPTBN2,SPTBN4,STUB1,STX1A,SUMO3,SYNGR1,SYT1,TAOK3,TBKBP1,TERF2,TMEFF1,TNIK,TNK2,TP53BP2,TRAF3,TUBA1A,TUBA1B,TUBB2A,TUBB3,TULP4,UCHL1,ULK2,WDR47,WNT1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,ZBTB7A,ZFR,ZFR2
GTEx_all	Brain - Caudate	COMBINED	24083	931	2408	145	3.83196536310523e-08	AAK1,ACOT7,ACTL6B,ADD2,AGAP1,AGAP3,ALDH7A1,ANKRD34B,AP2B1,AP3B2,APC,APC2,ARL8A,ASF1A,ATP1A3,ATP2B1,ATP6V0A1,ATP6V1A,ATP6V1D,ATP6V1E1,ATP6V1F,BLOC1S2,BSCL2,BTBD10,CADM2,CALM2,CAMKV,CDH10,CDH4,CDH9,CKB,CLASP2,CLIP2,CNTN1,CNTNAP1,CORO2B,CPE,CRMP1,CTNNA2,CTNND2,CYFIP2,DPF1,DPYSL2,DPYSL4,DPYSL5,DYNC1I1,DYNC1LI2,DYNLL1,DYNLL2,EIF4E,ELAVL2,ELAVL3,ELMO1,ERC2,FAM171A1,FMNL2,GABARAPL2,GABBR1,GAP43,GNAO1,GNAQ,GNB1,GPHN,HRAS,INA,IQSEC1,ISLR2,ITM2C,KCNQ2,KHDRBS2,KIF21A,KIF21B,KIF5C,KIRREL3,KLC1,LSAMP,LZTS1,MAP1A,MAP2,MAP2K1,MAP6,MAPRE2,MATR3,MLF2,MOCS2,MRPL41,MSI2,MYO5A,NECAP1,NEFM,NLGN1,NTRK2,ONECUT2,PAFAH1B3,PCLO,PDZD2,PHGDH,PLCB1,PNMA2,PPFIA2,PRKACB,PRKCG,PSD2,PSD3,RAB3C,RAB6A,RAB6B,RABL6,RAPGEF4,RIMS2,RIMS4,RUFY3,RUNDC3A,SALL3,SAP18,SCN3A,SCRN1,SESN3,SHTN1,SLC25A22,SMARCD3,SNAP25,SNAP91,SOGA3,SPATA2,SPTAN1,SRGAP3,STON2,SYT1,SYT11,TAC1,TANC2,TBCB,TERF2IP,TMEFF1,TMEM132A,TRIM2,TRIM46,TUBA1A,TUBB2A,TUBB4A,WDR47,YWHAE,YWHAG,ZFR
GTEx_all	Brain - Caudate	InWeb	24083	1561	2408	189	0.00285622047052231	AAK1,ADARB2,AGAP1,AGAP3,AJAP1,ANK3,AP2B1,APC,APC2,APP,ARHGAP32,ARHGEF4,ASF1A,ATP1A3,BAP1,BMPR1B,BTRC,C16orf13,CACNG2,CACYBP,CALM1,CALM2,CALM3,CAMK2A,CAMK2B,CAMKK2,CBX1,CDH10,CDH8,CDH9,CDK19,CDK5,CDK5R1,COX6A1,CRB1,CTNNA2,CTNND2,DACT2,DCK,DCTN1,DLG1,DLG2,DLG4,DLGAP1,DLGAP2,DLGAP3,DNM1,DNM3,DYNC1I1,DYNC1LI2,DYNLL1,DYNLL2,EPHB1,ERBB2IP,ERMN,FBXO45,FBXW11,FEZ1,FGFR2,FOXG1,FYN,GABARAPL2,GAP43,GJA1,GRIA2,GRID2,GRIK2,GRIN1,GRIN2A,GRIN2B,GRM1,GRM5,GSK3A,HCN2,HDAC11,HIPK2,HRAS,ITPKA,ITPKB,KAT2B,KCNQ2,KCNQ3,KCTD1,KIF3A,KIF3B,KIFAP3,KLC2,LRPAP1,MAGI2,MAP2,MAP2K1,MAPK1,MAPK10,MAPK11,MAPK3,MAPK9,MARK4,MAST1,MAST3,MBP,MED12L,MED29,MED9,NCOA1,NDFIP1,NEK11,NF2,NFASC,NLGN1,NLGN2,NOS1,NRCAM,NRXN1,NRXN2,NSF,NTN3,PACSIN1,PALM2,PAX6,PBXIP1,PDPK1,PEX10,PHYHIP,PI4KA,PIN1,PINK1,PLCB1,POLR2F,POLR2I,PPP2CA,PPP2R1A,PPP3CA,PRKACB,PRKAR1B,PRKCA,PRKCG,PRKCZ,PTN,PTPN11,PTPN5,PTPRO,PTPRZ1,RAB3A,RAB4B,RAB6B,RANBP3L,RAP2A,RAPGEF4,RBX1,RFPL2,RGS7,RIMS1,RNF165,RNF220,SCN3A,SCN4B,SERINC1,SGTB,SH3GL2,SHANK1,SIK3,SIPA1L1,SMOX,SNCA,SOX1,SOX2,SOX9,SPEF1,SPTAN1,SPTBN4,SYNGR1,SYT1,TAOK3,TERT,TMEFF1,TNIK,TNK2,TP53BP2,TUBA1A,TUBB2A,TUBB3,TULP4,UCHL1,ULK2,WDR47,WNT1,YWHAE,YWHAG,ZFR
GTEx_all	Brain - Cerebellar hemisphere	COMBINED	24083	931	2408	155	1.07617680903396e-10	AAK1,ABCC8,ACOT7,ACTL6B,ADD2,AGAP1,AGAP3,AKAP8L,ALS2,AP2A2,AP3B2,APC,APC2,ASF1A,ATF2,ATP1A3,ATP2B1,ATP6V0A1,ATP6V1A,ATP6V1B2,BDNF,BRD1,BSCL2,CADM2,CALM2,CAMSAP1,CAMSAP2,CC2D1A,CDC42BPA,CDH10,CDH7,CENPV,CEP170,CLASP1,CLASP2,CLIP2,CNTN1,CNTNAP1,CORO2B,CPE,CRMP1,CTBP1,CTNNA2,CTNND2,CYFIP2,DAB2IP,DPF1,DPF3,DPYSL2,DPYSL5,DYNC1H1,DYNC1I1,DYNLL2,EDC4,EIF4A2,EIF4E,ELAVL2,ELAVL3,ELAVL4,ELMO1,EPB41L3,ERC1,ERC2,GABARAPL2,GABBR1,GAP43,GNAO1,GNB1,GPHN,HNRNPUL2,INA,IRGQ,KCNQ2,KIDINS220,KIF21A,KIF5C,KIRREL3,KLC1,LSAMP,MAP1A,MAP1B,MAP1LC3A,MAP1LC3B,MAP2,MAP2K1,MAP6,MAPRE2,MARK3,MATR3,MCU,MLF2,MYO5A,NECAP1,NEFM,NEURL4,NLGN1,NSG1,PAFAH1B1,PAFAH1B2,PAFAH1B3,PCLO,PKD1,PNMA2,PPFIA2,PRKACB,PRKCG,PRRC2B,PSD2,PSD3,RAB39A,RAB3C,RAB6A,RAB6B,RABL6,RAPGEF4,REPS1,RIMS4,RNPS1,RUFY3,RUNDC3A,SAFB2,SARM1,SCN3A,SCRN1,SLC25A22,SNAP25,SNAP91,SOGA3,SPATA2,SPTAN1,SPTBN2,SRGAP3,SS18L1,SUGP2,SYNE1,SYT1,SYT11,TERF2,TERF2IP,TMEFF1,TMEM132A,TOP2B,TRIM2,TRIM3,TRIM46,TSC1,TSC2,TUBB2A,TUBB4A,WDR18,WDR47,YWHAE,YWHAQ,ZNF536,ZNF638
