Variable	Test	Set	IntCount	nonIntCount	pDir	Stat	Pvalue
gnomAD pLI	Conditional	SYNGAP1	133	1031	less	0.19050779227409	0.00019336724700851
gnomAD pLI	Global	SYNGAP1	133	19057	less	0.445288195563685	1.78979748419953e-23
gnomAD pLI	Conditional	TLK2	58	1446	less	0.0882577383507417	0.419484614361045
gnomAD pLI	Global	TLK2	58	19132	less	0.296295428493155	3.89600289602522e-05
gnomAD pLI	Conditional	COMBINED	979	2084	less	0.22992389115769	2.59702731307234e-31
gnomAD pLI	Global	COMBINED	979	18211	less	0.371596004143686	3.72467411646086e-112
gnomAD pLI	Conditional	ADNP_noInWeb	10	1236	less	0.0720064724919094	0.902247515373912
gnomAD pLI	Global	ADNP_noInWeb	10	19180	less	0.300782064650678	0.163907321622937
gnomAD pLI	Conditional	ANK2_noInWeb	94	1520	less	0.212220044792833	0.00034433393344008
gnomAD pLI	Global	ANK2_noInWeb	94	19096	less	0.469267263278931	1.28339918144248e-18
gnomAD pLI	Conditional	ARID1B_noInWeb	30	1444	less	0.298753462603878	0.00526736887758541
gnomAD pLI	Global	ARID1B_noInWeb	30	19160	less	0.518110647181629	1.03764770008869e-07
gnomAD pLI	Conditional	CHD8_noInWeb	76	1410	less	0.231392310563643	0.000442879740149532
gnomAD pLI	Global	CHD8_noInWeb	76	19114	less	0.487496076174532	2.36612844031496e-16
gnomAD pLI	Conditional	CTNNB1_noInWeb	11	1463	less	0.0854408749145592	0.852651291633827
gnomAD pLI	Global	CTNNB1_noInWeb	11	19179	less	0.314501182638207	0.113631499696635
gnomAD pLI	Conditional	DYRK1A_noInWeb	555	1118	less	0.183102064497413	1.58345274731868e-11
gnomAD pLI	Global	DYRK1A_noInWeb	555	18635	less	0.377498507361668	1.94898321894522e-67
gnomAD pLI	Conditional	GIGYF1_noInWeb	31	932	less	0.247092620794684	0.0256415961273452
gnomAD pLI	Global	GIGYF1_noInWeb	31	19159	less	0.497032473578492	2.2848012772326e-07
gnomAD pLI	Conditional	MED13L_noInWeb	32	1204	less	0.206810631229236	0.0694983940611019
gnomAD pLI	Global	MED13L_noInWeb	32	19158	less	0.403979408080175	2.96116653543846e-05
gnomAD pLI	Conditional	PTEN_noInWeb	2	224	less	0.133928571428571	0.931357093840881
gnomAD pLI	Global	PTEN_noInWeb	2	19188	less	0.26678132165937	0.752270416111941
gnomAD pLI	Conditional	SCN2A_noInWeb	56	818	less	0.137574222843172	0.137522861757386
gnomAD pLI	Global	SCN2A_noInWeb	56	19134	less	0.348631456345473	1.27420141685053e-06
gnomAD pLI	Conditional	SHANK3_noInWeb	115	1713	less	0.151612985101145	0.00705305558893383
gnomAD pLI	Global	SHANK3_noInWeb	115	19075	less	0.372071343096473	1.79763657001399e-14
gnomAD pLI	Conditional	SYNGAP1_noInWeb	132	1031	less	0.187887605443377	0.000258171903273345
gnomAD pLI	Global	SYNGAP1_noInWeb	132	19058	less	0.442626495832498	4.91762302408696e-23
gnomAD pLI	Conditional	TLK2_noInWeb	57	1446	less	0.0767634854771785	0.523989205483669
gnomAD pLI	Global	TLK2_noInWeb	57	19133	less	0.28808864265928	8.00119749552144e-05
gnomAD pLI	Conditional	COMBINED_noInWeb	914	2084	less	0.229488401785827	8.63951595495644e-30
gnomAD pLI	Global	COMBINED_noInWeb	914	18276	less	0.368219036768097	3.06867276069728e-103
gnomAD pLI	Conditional	InWeb	1639	15213	less	0.298649556609346	2.36982455823931e-115
gnomAD pLI	Global	InWeb	1639	17551	less	0.317020224751443	1.39272152892929e-131
ASD Q-value	Conditional	ADNP	11	1190	greater	0.125897631779985	0.707858614071361
ASD Q-value	Global	ADNP	11	17473	greater	0.103187775424941	0.791280787382108
ASD Q-value	Conditional	ANK2	99	1466	greater	0.0687433681976656	0.41624180486681
ASD Q-value	Global	ANK2	99	17385	greater	0.16976494888488	0.00343384069444649
ASD Q-value	Conditional	ARID1B	43	1392	greater	0.179664528201016	0.0676884653089141
ASD Q-value	Global	ARID1B	43	17441	greater	0.24385469683171	0.00608808068635086
ASD Q-value	Conditional	CHD8	76	1359	greater	0.131917818829635	0.0816707281527964
ASD Q-value	Global	CHD8	76	17408	greater	0.241241171633127	0.000149601119037759
ASD Q-value	Conditional	CTNNB1	23	1412	greater	0.126955290060352	0.48213628917588
ASD Q-value	Global	CTNNB1	23	17461	greater	0.142319653986649	0.394356882360041
ASD Q-value	Conditional	DYRK1A	559	1091	greater	0.0741651075886789	0.0171435077316628
ASD Q-value	Global	DYRK1A	559	16925	greater	0.142775424568561	2.62287586211796e-10
ASD Q-value	Conditional	GIGYF1	30	907	greater	0.10481440646821	0.528316840974939
ASD Q-value	Global	GIGYF1	30	17454	greater	0.160272716855735	0.21468228640385
ASD Q-value	Conditional	MED13L	39	1162	greater	0.172293569883931	0.106432235389734
ASD Q-value	Global	MED13L	39	17445	greater	0.175712679410014	0.0904576127040471
ASD Q-value	Conditional	PTEN	3	212	greater	0.65566037735849	0.0786024548755894
ASD Q-value	Global	PTEN	3	17481	greater	0.445969910188204	0.303270477743065
ASD Q-value	Conditional	SCN2A	53	788	greater	0.150296906426587	0.106081017995817
ASD Q-value	Global	SCN2A	53	17431	greater	0.227733500172648	0.00416613972605718
ASD Q-value	Conditional	SHANK3	118	1641	greater	0.0976099732490523	0.122738548104957
ASD Q-value	Global	SHANK3	118	17366	greater	0.191635906515166	0.000182557336561008
ASD Q-value	Conditional	SYNGAP1	126	1001	greater	0.0316905316905317	0.798686915178112
ASD Q-value	Global	SYNGAP1	126	17358	greater	0.118880274773811	0.0291374945219386
ASD Q-value	Conditional	TLK2	52	1401	greater	0.135068357766431	0.160506853260297
ASD Q-value	Global	TLK2	52	17432	greater	0.153056271401843	0.0881177656170248
ASD Q-value	Conditional	COMBINED	934	2029	greater	0.094656917944621	1.05303391459426e-05
ASD Q-value	Global	COMBINED	934	16550	greater	0.154077385380749	5.8830236400231e-19
ASD Q-value	Conditional	ADNP_noInWeb	10	1190	greater	0.116806722689076	0.762919894394754
ASD Q-value	Global	ADNP_noInWeb	10	17474	greater	0.119560489870665	0.751464960364428
ASD Q-value	Conditional	ANK2_noInWeb	92	1466	greater	0.080120410463254	0.329097666683637
ASD Q-value	Global	ANK2_noInWeb	92	17392	greater	0.146849126034959	0.0193121738637601
ASD Q-value	Conditional	ARID1B_noInWeb	30	1392	greater	0.157902298850575	0.231210384550991
ASD Q-value	Global	ARID1B_noInWeb	30	17454	greater	0.235693823765326	0.0358871635712017
ASD Q-value	Conditional	CHD8_noInWeb	75	1359	greater	0.135952906548933	0.0722607053336803
ASD Q-value	Global	CHD8_noInWeb	75	17409	greater	0.246336952151186	0.000115847184362992
ASD Q-value	Conditional	CTNNB1_noInWeb	10	1412	greater	0.0545325779036827	0.942652296618076
ASD Q-value	Global	CTNNB1_noInWeb	10	17474	greater	0.0813093739269772	0.876210728006816
ASD Q-value	Conditional	DYRK1A_noInWeb	521	1091	greater	0.0637338123294588	0.0570047110909078
ASD Q-value	Global	DYRK1A_noInWeb	521	16963	greater	0.130879300018794	3.01538181345378e-08
ASD Q-value	Conditional	GIGYF1_noInWeb	30	907	greater	0.10481440646821	0.528316840974939
ASD Q-value	Global	GIGYF1_noInWeb	30	17454	greater	0.160272716855735	0.21468228640385
ASD Q-value	Conditional	MED13L_noInWeb	29	1162	greater	0.230844560508042	0.0490205295738867
ASD Q-value	Global	MED13L_noInWeb	29	17455	greater	0.282333883187309	0.00989572989258811
ASD Q-value	Conditional	PTEN_noInWeb	2	212	greater	0.655660377358491	0.182046806260099
ASD Q-value	Global	PTEN_noInWeb	2	17482	greater	0.445944399954239	0.451412087186099
ASD Q-value	Conditional	SCN2A_noInWeb	52	788	greater	0.160093713393206	0.0820430365846107
ASD Q-value	Global	SCN2A_noInWeb	52	17432	greater	0.235362904649275	0.00320187738909335
ASD Q-value	Conditional	SHANK3_noInWeb	115	1641	greater	0.0908989746443049	0.169323112383765
ASD Q-value	Global	SHANK3_noInWeb	115	17369	greater	0.183220480265941	0.000466498148356448
ASD Q-value	Conditional	SYNGAP1_noInWeb	125	1001	greater	0.0331508491508492	0.78329599926319
ASD Q-value	Global	SYNGAP1_noInWeb	125	17359	greater	0.120344259461951	0.0274661898060695
ASD Q-value	Conditional	TLK2_noInWeb	51	1401	greater	0.133560062140488	0.172803987729659
ASD Q-value	Global	TLK2_noInWeb	51	17433	greater	0.141702180786271	0.129751320375154
ASD Q-value	Conditional	COMBINED_noInWeb	870	2029	greater	0.0897220192269562	5.5257852164095e-05
ASD Q-value	Global	COMBINED_noInWeb	870	16614	greater	0.148124763909125	1.75735062802134e-16
ASD Q-value	Conditional	InWeb	1523	14030	greater	0.127534890294646	3.89437705368607e-20
ASD Q-value	Global	InWeb	1523	15961	greater	0.137273828528937	1.75111539228888e-23
DD P-value	Conditional	ADNP	10	982	greater	0.044399185336049	0.961723476462116
DD P-value	Global	ADNP	10	13115	greater	0.11757529546321	0.758609329570777
DD P-value	Conditional	ANK2	76	1188	greater	0.157230196703881	0.0292548865162151
DD P-value	Global	ANK2	76	13049	greater	0.227636923176206	0.000397301857496572
DD P-value	Conditional	ARID1B	39	1127	greater	0.266557459104043	0.00471619320532467
DD P-value	Global	ARID1B	39	13086	greater	0.325450569604627	0.000264660964370734
DD P-value	Conditional	CHD8	64	1102	greater	0.160248411978221	0.0447544109858908
DD P-value	Global	CHD8	64	13061	greater	0.217452004057882	0.00242235613733508
DD P-value	Conditional	CTNNB1	16	1150	greater	0.25304347826087	0.132539371889461
DD P-value	Global	CTNNB1	16	13109	greater	0.343008620032039	0.0232751836089167
DD P-value	Conditional	DYRK1A	481	883	greater	0.0912053267659157	0.00562585512055579
DD P-value	Global	DYRK1A	481	12644	greater	0.141205742281351	9.43890837304371e-09
DD P-value	Conditional	GIGYF1	28	718	greater	0.21816553919618	0.0768925726448288
DD P-value	Global	GIGYF1	28	13097	greater	0.325589829732	0.00267494950854845
DD P-value	Conditional	MED13L	37	955	greater	0.0637328427904344	0.748736870261512
DD P-value	Global	MED13L	37	13088	greater	0.130300915218397	0.285688144059029
DD P-value	Conditional	PTEN	2	136	greater	0.676470588235294	0.164651926668568
DD P-value	Global	PTEN	2	13123	greater	0.77169854454012	0.092392304190102
DD P-value	Conditional	SCN2A	45	634	greater	0.151805117420259	0.144196660642931
DD P-value	Global	SCN2A	45	13080	greater	0.210575942915392	0.0187395736812132
DD P-value	Conditional	SHANK3	98	1358	greater	0.0476541131916684	0.660247417031235
DD P-value	Global	SHANK3	98	13027	greater	0.116516246477097	0.071287454543679
DD P-value	Conditional	SYNGAP1	107	782	greater	0.104333484714487	0.128848970192553
DD P-value	Global	SYNGAP1	107	13018	greater	0.200785971401209	0.000192180138064451
DD P-value	Conditional	TLK2	51	1127	greater	0.00875132661760354	0.992554313703301
DD P-value	Global	TLK2	51	13074	greater	0.0940573567655607	0.407031032990366
DD P-value	Conditional	COMBINED	791	1652	greater	0.115601362789003	6.18390556754249e-07
DD P-value	Global	COMBINED	791	12334	greater	0.149790994316021	3.26127900958614e-15
DD P-value	Conditional	ADNP_noInWeb	9	982	greater	0.0221769631138267	0.991266044114405
DD P-value	Global	ADNP_noInWeb	9	13116	greater	0.0953288604249262	0.849196659814093
DD P-value	Conditional	ANK2_noInWeb	70	1188	greater	0.113997113997114	0.179404489184132
DD P-value	Global	ANK2_noInWeb	70	13055	greater	0.184067407123707	0.00893288579114208
DD P-value	Conditional	ARID1B_noInWeb	26	1127	greater	0.215582554091871	0.0942083647190441
DD P-value	Global	ARID1B_noInWeb	26	13099	greater	0.273743738512041	0.0204671543733711
DD P-value	Conditional	CHD8_noInWeb	63	1102	greater	0.173393253248063	0.0277821557598674
DD P-value	Global	CHD8_noInWeb	63	13062	greater	0.230643597203083	0.00126766093408237
DD P-value	Conditional	CTNNB1_noInWeb	4	1150	greater	0.299130434782609	0.489999496450466
DD P-value	Global	CTNNB1_noInWeb	4	13121	greater	0.385374590351345	0.304907597019607
DD P-value	Conditional	DYRK1A_noInWeb	448	883	greater	0.0818915830771719	0.0185684242278912
DD P-value	Global	DYRK1A_noInWeb	448	12677	greater	0.127527954168967	7.71756187373679e-07
DD P-value	Conditional	GIGYF1_noInWeb	28	718	greater	0.21816553919618	0.0768925726448288
DD P-value	Global	GIGYF1_noInWeb	28	13097	greater	0.325589829732	0.00267494950854845
DD P-value	Conditional	MED13L_noInWeb	30	955	greater	0.101570680628272	0.548732879610987
DD P-value	Global	MED13L_noInWeb	30	13095	greater	0.16815578465063	0.184021225361016
DD P-value	Conditional	PTEN_noInWeb	1	136	greater	0.676470588235294	0.403110548936637
DD P-value	Global	PTEN_noInWeb	1	13124	greater	0.771639743980494	0.303988606434871
DD P-value	Conditional	SCN2A_noInWeb	44	634	greater	0.136148551763694	0.2175458335845
DD P-value	Global	SCN2A_noInWeb	44	13081	greater	0.194850616091347	0.03579759554169
DD P-value	Conditional	SHANK3_noInWeb	95	1358	greater	0.0452910627083172	0.694709791655251
DD P-value	Global	SHANK3_noInWeb	95	13030	greater	0.114109140849053	0.0857719359724771
DD P-value	Conditional	SYNGAP1_noInWeb	107	782	greater	0.104333484714487	0.128848970192553
DD P-value	Global	SYNGAP1_noInWeb	107	13018	greater	0.200785971401209	0.000192180138064451
DD P-value	Conditional	TLK2_noInWeb	50	1127	greater	0.0162023070097604	0.975176996703156
DD P-value	Global	TLK2_noInWeb	50	13075	greater	0.101529636711281	0.358115487376452
DD P-value	Conditional	COMBINED_noInWeb	736	1652	greater	0.109353616170123	5.14612266883395e-06
DD P-value	Global	COMBINED_noInWeb	736	12389	greater	0.138094759727248	3.10766638873402e-12
DD P-value	Conditional	InWeb	1322	10561	greater	0.142294222986093	2.1713046684071e-21
DD P-value	Global	InWeb	1322	11803	greater	0.144274520324393	3.20594387519242e-22
SCHEMA P-value	Conditional	ADNP	11	1183	greater	0.151310228233305	0.607110199208592
SCHEMA P-value	Global	ADNP	11	18132	greater	0.187403485550408	0.462008027504245
SCHEMA P-value	Conditional	ANK2	97	1464	greater	0.0769393273618388	0.340598128292585
SCHEMA P-value	Global	ANK2	97	18046	greater	0.113770536007066	0.0822773629575873
SCHEMA P-value	Conditional	ARID1B	41	1389	greater	0.128764332999702	0.266975123416868
SCHEMA P-value	Global	ARID1B	41	18102	greater	0.17469973672226	0.0823329152060122
SCHEMA P-value	Conditional	CHD8	72	1358	greater	0.0698739977090493	0.512905762181535
SCHEMA P-value	Global	CHD8	72	18071	greater	0.0806202694310713	0.39367399673157
SCHEMA P-value	Conditional	CTNNB1	24	1406	greater	0.116702228544334	0.52583912110263
SCHEMA P-value	Global	CTNNB1	24	18119	greater	0.161333866843277	0.287158516130404
SCHEMA P-value	Conditional	DYRK1A	563	1072	greater	0.0156776066382121	0.834053683914226
SCHEMA P-value	Global	DYRK1A	563	17580	greater	0.0398828395742781	0.176315061841284
SCHEMA P-value	Conditional	GIGYF1	30	888	greater	0.202702702702703	0.0921131396345245
SCHEMA P-value	Global	GIGYF1	30	18113	greater	0.228013029315961	0.04441231533064
SCHEMA P-value	Conditional	MED13L	41	1153	greater	0.120237767859032	0.318295101028356
SCHEMA P-value	Global	MED13L	41	18102	greater	0.161554712994926	0.118202336032458
SCHEMA P-value	Conditional	PTEN	3	199	greater	0.350083752093802	0.484600356699155
SCHEMA P-value	Global	PTEN	3	18140	greater	0.386181550900404	0.408742796237181
SCHEMA P-value	Conditional	SCN2A	56	772	greater	0.135825314581791	0.145658779421939
SCHEMA P-value	Global	SCN2A	56	18087	greater	0.175226484689082	0.0324430342289432
SCHEMA P-value	Conditional	SHANK3	109	1648	greater	0.100254965707669	0.12806744153175
SCHEMA P-value	Global	SHANK3	109	18034	greater	0.115456227940496	0.0556589673287749
SCHEMA P-value	Conditional	SYNGAP1	120	995	greater	0.064824120603015	0.406577905372443
SCHEMA P-value	Global	SYNGAP1	120	18023	greater	0.0937746213172058	0.12288281346263
SCHEMA P-value	Conditional	TLK2	58	1389	greater	0.0607978947891065	0.662593390287621
SCHEMA P-value	Global	TLK2	58	18085	greater	0.0956765465760346	0.346986436633948
SCHEMA P-value	Conditional	COMBINED	935	2023	greater	0.0355907068709838	0.197900520649218
SCHEMA P-value	Global	COMBINED	935	17208	greater	0.0559494775468194	0.00387941648418028
SCHEMA P-value	Conditional	ADNP_noInWeb	10	1183	greater	0.151310228233305	0.635046206618519
SCHEMA P-value	Global	ADNP_noInWeb	10	18133	greater	0.187393150609386	0.49562447130566
SCHEMA P-value	Conditional	ANK2_noInWeb	89	1464	greater	0.0786363357278811	0.354298746625973
SCHEMA P-value	Global	ANK2_noInWeb	89	18054	greater	0.11604823482113	0.0920520488406208
SCHEMA P-value	Conditional	ARID1B_noInWeb	28	1389	greater	0.192353183173918	0.131198572979052
SCHEMA P-value	Global	ARID1B_noInWeb	28	18115	greater	0.238261503883916	0.0418303852752077
SCHEMA P-value	Conditional	CHD8_noInWeb	71	1358	greater	0.0714389429359663	0.502231853427072
SCHEMA P-value	Global	CHD8_noInWeb	71	18072	greater	0.0821869018448896	0.384653644100618
SCHEMA P-value	Conditional	CTNNB1_noInWeb	11	1406	greater	0.143217380059485	0.639068379274433
SCHEMA P-value	Global	CTNNB1_noInWeb	11	18132	greater	0.19010087640134	0.451779287632923
SCHEMA P-value	Conditional	DYRK1A_noInWeb	524	1072	greater	0.0183647601686225	0.788670154936965
SCHEMA P-value	Global	DYRK1A_noInWeb	524	17619	greater	0.0473375376772732	0.102225192247534
SCHEMA P-value	Conditional	GIGYF1_noInWeb	30	888	greater	0.202702702702703	0.0921131396345245
SCHEMA P-value	Global	GIGYF1_noInWeb	30	18113	greater	0.228013029315961	0.04441231533064
SCHEMA P-value	Conditional	MED13L_noInWeb	32	1153	greater	0.130908499566349	0.343986511921507
SCHEMA P-value	Global	MED13L_noInWeb	32	18111	greater	0.172164016343659	0.150522476261822
SCHEMA P-value	Conditional	PTEN_noInWeb	2	199	greater	0.271356783919598	0.747061856900251
SCHEMA P-value	Global	PTEN_noInWeb	2	18141	greater	0.258806019513809	0.764989868950201
SCHEMA P-value	Conditional	SCN2A_noInWeb	55	772	greater	0.137753179463024	0.142482957640211
SCHEMA P-value	Global	SCN2A_noInWeb	55	18088	greater	0.179140364279683	0.0296190218098309
SCHEMA P-value	Conditional	SHANK3_noInWeb	107	1648	greater	0.104884992287451	0.109629046763555
SCHEMA P-value	Global	SHANK3_noInWeb	107	18036	greater	0.120100919656015	0.0464870818761283
SCHEMA P-value	Conditional	SYNGAP1_noInWeb	119	995	greater	0.0623031121996536	0.438168075317094
SCHEMA P-value	Global	SYNGAP1_noInWeb	119	18024	greater	0.0912317656756444	0.139744849900537
SCHEMA P-value	Conditional	TLK2_noInWeb	57	1389	greater	0.0698723049524459	0.585889187457871
SCHEMA P-value	Global	TLK2_noInWeb	57	18086	greater	0.104774265643097	0.287216201026003
SCHEMA P-value	Conditional	COMBINED_noInWeb	872	2023	greater	0.0366025795099476	0.195393353052589
SCHEMA P-value	Global	COMBINED_noInWeb	872	17271	greater	0.0647361090527209	0.0009515510226861
SCHEMA P-value	Conditional	InWeb	1583	14907	greater	0.0390673597657339	0.0126732537215401
SCHEMA P-value	Global	InWeb	1583	16560	greater	0.0429187990759305	0.00487804969367706
